true,n,4:SINUS BRADYCARDIA,5:ATRIAL FIBRILLATION,6:SINUS TACHYCARDIA,9:PREMATURE VENTRICULAR COMPLEXES,16:PREMATURE ATRIAL COMPLEXES,19:PREMATURE SUPRAVENTRICULAR COMPLEXES,68:ST ELEVATION NOW PRESENT IN,93:SUPRAVENTRICULAR TACHYCARDIA,98:VENTRICULAR TACHYCARDIA,142:WITH SINUS PAUSE,NONE
NEGATIVE,6541,262,2793,1310,961,496,9,0,0,0,0,710
