mean_motion,max_motion,std_motion,median_motion,peak_ratio,zero_motion_pct,n_samples_ecg,fs,n_peaks,qrs_width_ms,qrs_width_max_ms,n_wide_qrs,mean_hr_bpm,rr_cv,hr_regularity,premature_pct,kurt,baseline_drift,snr_proxy,samp_en,json_path
4.000525746933114,391.3736189284953,22.00183865427695,1.8052368951302356,97.8305217502996,30.32258064516129,3968,128,28,93.75,179.6875,11,53.60910031023784,0.10996924072692225,0.8900307592730777,3.7037037037037037,23.00671114463139,0.0002637444872828426,2.125656674580329,0.30010459245033816,Isolated Ventricular Beat/True/ReNew20230809_Patient_P001-006_P-005_04-10-2023_P-005_04-10-2023.linejson_duration=1s_pos=1505865-1505929_src=ishne.json
4.45278706824201,410.81471544212144,23.023554974202813,2.0059562679970444,92.26010965402038,28.774193548387096,3968,128,36,121.09375,132.8125,18,68.18873668188736,0.1831578666160989,0.8168421333839011,28.571428571428573,17.433482843485177,0.009887002036814104,3.8582264247484015,0.5349231753450512,Isolated Ventricular Beat/True/ReNew20230809_Patient_P001-006_P-006_04-10-2023_P-006_04-10-2023.linejson_duration=1s_pos=10367012-10367076_src=ishne.json
11.412855628618983,405.3649023554534,50.43702582427735,2.6219128379167955,35.51826817301435,20.64516129032258,3968,128,41,78.125,125.0,4,78.78943318799692,0.278453003581652,0.7215469964183481,0.0,11.576881143078907,0.014637762022623162,7.6304698236628825,0.3041126138478769,Isolated Ventricular Beat/True/ReNew20230809_Patient_P001-006_P-002_04-06-2023_P-002_04-06-2023.linejson_duration=1s_pos=4256130-4256194_src=ishne.json
3.6819772689277905,418.99928420052987,23.57894575168397,1.555668561250112,113.7973267622094,34.83870967741935,3968,128,33,85.9375,132.8125,15,65.62349799732978,0.12899573263320274,0.8710042673667973,6.25,15.491093364428345,0.0036179048094437624,3.210181062547345,0.6811709895132297,Isolated Ventricular Beat/True/ReNew20230809_Patient_P001-006_P-006_04-10-2023_P-006_04-10-2023.linejson_duration=1s_pos=8174596-8174660_src=ishne.json
12.286915990820377,400.41458134156227,50.05884922045726,3.569248290776761,32.58869427055739,16.129032258064516,3968,128,45,78.125,117.1875,0,88.50707176532215,0.1061317590668086,0.8938682409331914,4.545454545454546,11.952319963597176,0.000415625944771036,10.097141275637167,0.6931471805599453,Isolated Ventricular Beat/True/ReNew20230809_Patient_P001-006_P-002_04-06-2023_P-002_04-06-2023.linejson_duration=1s_pos=1348139-1348203_src=ishne.json
3.8603866962039244,417.0791415659708,23.405745324728837,1.766597525966196,108.04073952885655,30.709677419354836,3968,128,35,125.0,132.8125,20,68.21316614420063,0.2147831136671809,0.785216886332819,17.647058823529413,13.896238556315787,0.0002206782187572472,3.148164687546367,1.3156767939059373,Isolated Ventricular Beat/True/ReNew20230809_Patient_P001-006_P-006_04-10-2023_P-006_04-10-2023.linejson_duration=1s_pos=8189831-8189895_src=ishne.json
4.000752137395078,428.5453750171027,23.59929836657593,1.9122386840166872,107.11617545493746,28.258064516129032,3968,128,37,93.75,148.4375,16,70.83781706379708,0.15308667187492517,0.8469133281250748,0.0,24.729594545434697,0.003201308514127431,2.571920421676979,0.21551962620355042,Isolated Ventricular Beat/True/ReNew20230809_Patient_P001-006_P-004_04-10-2023_P-004_04-10-2023.linejson_duration=1s_pos=5669241-5669305_src=ishne.json
30.681900080430722,411.93733302388915,49.82121840014439,20.960719592139743,13.42606939328892,2.5806451612903225,3968,128,30,93.75,179.6875,9,58.364779874213845,0.5520056125458137,0.4479943874541863,10.344827586206897,0.8667607540438071,0.004953178657824792,0.2204585026879184,1.2685113254635072,Isolated Ventricular Beat/True/ReNew20230809_Patient_ECG-Data2_C880654_ECGRec_202308_C880654_2023-_duration=1s_pos=444743-444807_src=ishne.json
11.421895959497874,397.21427316933244,49.149261386760955,3.1834553645962993,34.77655897070837,13.548387096774196,3968,128,28,85.9375,132.8125,3,55.207667731629385,0.5081918831388653,0.4918081168611347,7.407407407407407,18.262695423839336,0.0445007260039575,2.7441581706328053,0.7519876805828788,Isolated Ventricular Beat/True/ReNew20230809_Patient_P001-006_P-002_04-06-2023_P-002_04-06-2023.linejson_duration=1s_pos=525575-525639_src=ishne.json
4.140048463580846,401.71851860418474,22.528215100617373,2.1415091365790673,97.03229928483198,24.0,3968,128,37,132.8125,156.25,19,71.79433913269281,0.06357424743848035,0.9364257525615196,2.7777777777777777,24.678945341690195,0.0016471474654438662,2.556085488601176,0.8086600676817897,Isolated Ventricular Beat/True/ReNew20230809_Patient_P001-006_P-004_04-10-2023_P-004_04-10-2023.linejson_duration=1s_pos=4656284-4656348_src=ishne.json
