thr,sens,spec,ppv,f1,youden,tp,fp
0.0,1.0,0.0,0.5,0.6666666666666666,0.0,500,500
0.005,1.0,0.0,0.5,0.6666666666666666,0.0,500,500
0.01,1.0,0.0,0.5,0.6666666666666666,0.0,500,500
0.012074199505150318,1.0,0.0,0.5,0.6666666666666666,0.0,500,500
0.01216854713857174,1.0,0.002,0.5005005005005005,0.66711140760507,0.0020000000000000018,500,499
0.015,1.0,0.004,0.501002004008016,0.6675567423230975,0.0040000000000000036,500,498
0.01642085239291191,1.0,0.004,0.501002004008016,0.6675567423230975,0.0040000000000000036,500,498
0.016939353197813034,1.0,0.006,0.5015045135406219,0.6680026720106881,0.006000000000000005,500,497
0.01836305670440197,1.0,0.008,0.5020080321285141,0.6684491978609626,0.008000000000000007,500,496
0.01846795156598091,1.0,0.01,0.5025125628140703,0.6688963210702341,0.010000000000000009,500,495
0.018578361719846725,1.0,0.012,0.5030181086519114,0.6693440428380187,0.01200000000000001,500,494
0.01877432130277157,1.0,0.014,0.5035246727089627,0.6697923643670463,0.014000000000000012,500,493
0.018804311752319336,1.0,0.016,0.5040322580645161,0.6702412868632708,0.016000000000000014,500,492
0.018839601427316666,1.0,0.018,0.5045408678102926,0.670690811535882,0.018000000000000016,500,491
0.02,1.0,0.02,0.5050505050505051,0.6711409395973155,0.020000000000000018,500,490
0.020360762253403664,1.0,0.02,0.5050505050505051,0.6711409395973155,0.020000000000000018,500,490
0.02046675980091095,1.0,0.022,0.5055611729019212,0.6715916722632639,0.02200000000000002,500,489
0.02115761674940586,0.998,0.022,0.5050607287449392,0.6706989247311828,0.020000000000000018,499,489
0.023128967732191086,0.998,0.024,0.5055724417426545,0.6711499663752521,0.02200000000000002,499,488
0.023140810430049896,0.998,0.026,0.5060851926977687,0.6716016150740243,0.02400000000000002,499,487
0.023282157257199287,0.996,0.026,0.5055837563451777,0.6707070707070707,0.02200000000000002,498,487
0.02437382936477661,0.996,0.028,0.5060975609756098,0.6711590296495957,0.02400000000000002,498,486
0.024598456919193268,0.996,0.03,0.5066124109867752,0.6716115981119353,0.026000000000000023,498,485
0.024693259969353676,0.996,0.032,0.5071283095723014,0.6720647773279352,0.028000000000000025,498,484
0.024771293625235558,0.996,0.034,0.5076452599388379,0.6725185685347738,0.030000000000000027,498,483
0.025,0.996,0.036,0.5081632653061224,0.672972972972973,0.03200000000000003,498,482
0.025113128125667572,0.996,0.036,0.5081632653061224,0.672972972972973,0.03200000000000003,498,482
0.025276241824030876,0.994,0.036,0.5076608784473953,0.6720757268424611,0.030000000000000027,497,482
0.02578333579003811,0.994,0.038,0.5081799591002045,0.6725304465493911,0.03200000000000003,497,481
0.026013771072030067,0.992,0.038,0.5076765609007164,0.6716316858496953,0.030000000000000027,496,481
0.026051310822367668,0.992,0.04,0.5081967213114754,0.6720867208672087,0.03200000000000003,496,480
0.026057666167616844,0.992,0.042,0.5087179487179487,0.672542372881356,0.03400000000000003,496,479
0.02679336629807949,0.99,0.042,0.5082135523613963,0.6716417910447762,0.03200000000000003,495,479
0.026855899021029472,0.99,0.044,0.5087358684480987,0.6720977596741344,0.03400000000000003,495,478
0.026907147839665413,0.99,0.046,0.5092592592592593,0.6725543478260869,0.03600000000000003,495,477
0.02707458660006523,0.99,0.048,0.509783728115345,0.6730115567641061,0.038000000000000034,495,476
0.02724212221801281,0.99,0.05,0.5103092783505154,0.673469387755102,0.040000000000000036,495,475
0.02750580944120884,0.99,0.052,0.5108359133126935,0.673927842069435,0.04200000000000004,495,474
0.027695389464497566,0.99,0.054,0.5113636363636364,0.6743869209809265,0.04400000000000004,495,473
0.0281349029392004,0.988,0.054,0.5108583247156153,0.6734832992501704,0.04200000000000004,494,473
0.028583448380231857,0.988,0.056,0.5113871635610766,0.6739427012278308,0.04400000000000004,494,472
0.02872621826827526,0.988,0.058,0.5119170984455959,0.6744027303754266,0.04600000000000004,494,471
0.028814807534217834,0.986,0.058,0.5114107883817427,0.6734972677595629,0.04400000000000004,493,471
0.02932843193411827,0.984,0.058,0.5109034267912772,0.6725905673274094,0.04200000000000004,492,471
0.029359333217144012,0.984,0.06,0.5114345114345115,0.6730506155950753,0.04400000000000004,492,470
0.029445353895425797,0.984,0.062,0.5119667013527576,0.6735112936344969,0.04600000000000004,492,469
0.029569076374173164,0.984,0.064,0.5125,0.673972602739726,0.04800000000000004,492,468
