thr,sens,spec,ppv,f1,youden,tp,fp
0.0,1.0,0.0,0.049429657794676805,0.09420289855072464,0.0,26,500
0.005,1.0,0.0,0.049429657794676805,0.09420289855072464,0.0,26,500
0.00849987007677555,1.0,0.0,0.049429657794676805,0.09420289855072464,0.0,26,500
0.0093930559232831,0.9615384615384616,0.0,0.047619047619047616,0.09074410163339383,-0.038461538461538436,25,500
0.009811910800635815,0.9615384615384616,0.002,0.04770992366412214,0.09090909090909091,-0.036461538461538434,25,499
0.01,0.9615384615384616,0.004,0.04780114722753346,0.09107468123861566,-0.03446153846153843,25,498
0.010345269925892353,0.9615384615384616,0.004,0.04780114722753346,0.09107468123861566,-0.03446153846153843,25,498
0.01057223416864872,0.9615384615384616,0.006,0.04789272030651341,0.09124087591240876,-0.03246153846153843,25,497
0.010578954592347145,0.9615384615384616,0.008,0.04798464491362764,0.09140767824497258,-0.03046153846153843,25,496
0.01061575673520565,0.9615384615384616,0.01,0.04807692307692308,0.09157509157509157,-0.028461538461538427,25,495
0.011082951910793781,0.9615384615384616,0.012,0.04816955684007707,0.09174311926605505,-0.026461538461538425,25,494
0.011328820139169693,0.9615384615384616,0.014,0.04826254826254826,0.09191176470588236,-0.024461538461538423,25,493
0.011570494621992111,0.9615384615384616,0.016,0.048355899419729204,0.09208103130755065,-0.02246153846153842,25,492
0.011789730750024319,0.9615384615384616,0.018,0.04844961240310078,0.09225092250922509,-0.02046153846153842,25,491
0.012360507622361183,0.9615384615384616,0.02,0.04854368932038835,0.09242144177449169,-0.018461538461538418,25,490
0.012729686684906483,0.9615384615384616,0.022,0.048638132295719845,0.09259259259259259,-0.016461538461538416,25,489
0.012806206941604614,0.9615384615384616,0.024,0.04873294346978557,0.09276437847866419,-0.014461538461538415,25,488
0.012909924611449242,0.9615384615384616,0.026,0.048828125,0.09293680297397769,-0.012461538461538413,25,487
0.012983247637748718,0.9615384615384616,0.028,0.04892367906066536,0.0931098696461825,-0.010461538461538411,25,486
