dynamic_range_mv,flat_pct,clip_pct,baseline_drift,hf_noise_ratio,snr_proxy,kurt,n_peaks,mean_hr_bpm,rr_cv,pct_physiologic_hr,sqi_score_ecg,mean_motion_mg,std_motion_mg,max_motion_mg,sqi_score_amb,sqi_class,activity_label,subject
3.0069532990455627,0.0,1.0,0.048556167735428625,0.01758291311198319,2.7444642896818534,7.081856659006583,29,178.57142857142856,0.006161299618648109,100.0,0.8712593553467409,1.851775047404339,4.371857557020567,184.09442452348767,0.8551255920062542,good,run,03FH
3.1239611506462097,0.0,1.58,0.05071978495259631,0.015877618023540548,2.662059774146282,6.807029355829288,30,179.64071856287424,0.009163839267250989,100.0,0.8619706381696551,1.9534957177499512,3.8648097129430687,120.78982823371764,0.8451320786647489,good,run,03FH
3.042942762374878,0.0,0.16,0.04178115627624769,0.015571963394473717,2.686097896017166,6.093477150559874,30,179.64071856287424,0.00783343638145026,100.0,0.8552923512082921,2.2181335058959006,6.001073987888354,285.9523720637972,0.836320824992776,good,run,03FH
3.053915560245514,0.0,1.06,0.030429755164037054,0.014970508469972452,3.023325339176118,6.824587990059939,30,179.64071856287424,0.008656668096124783,100.0,0.8797008849644403,2.1961652848232074,6.131878662202519,286.82136884496697,0.8603811995185687,good,run,03FH
2.9409446120262146,0.0,1.52,0.030383565360358984,0.015739420681860645,2.7896791856245846,6.8664850327662705,30,178.57142857142856,0.008169273794975014,100.0,0.8691204857409244,2.0426771388961296,4.208781497570913,126.6551088751757,0.8513671602692315,good,run,03FH
2.998936712741852,0.0,1.38,0.03798954684513954,0.015533748863843035,3.433301745101594,6.903152654124607,30,179.64071856287424,0.008171569473353315,100.0,0.8955578126698183,1.9404978744896304,3.6235349347021657,101.41586589555907,0.8781795323501346,good,run,03FH
3.020939588546753,0.0,1.1400000000000001,0.03269313274688406,0.015487973878417775,3.2744040126912926,7.0014093139277875,30,178.57142857142856,0.007611953880930347,100.0,0.8919651349935069,2.005356014014599,4.865217733519415,223.57378599711697,0.8740780585160012,good,run,03FH
3.0109331011772156,0.0,1.28,0.02846782692256648,0.015627718244673836,3.755285997795589,7.2521266434075375,30,179.64071856287424,0.00906450237256476,100.0,0.9108549975009617,2.0459698374234287,5.188200423509269,222.12922139418617,0.892219178989428,good,run,03FH
2.9019418954849243,0.0,1.24,0.040907203803727796,0.01596544936866818,3.4142457914931303,7.10619347752392,30,180.72289156626505,0.00815581961925236,100.0,0.8982430661011803,2.0984031504081364,4.833743356354993,148.52505370263768,0.8793943053037905,good,run,03FH
2.984950363636017,0.0,0.9199999999999999,0.03652525945203083,0.01763551995861407,3.494481663565822,7.389047598798387,30,181.8181818181818,0.0077827181757979804,100.0,0.9057777596598343,2.224257573945469,7.983347720004119,436.5460870876663,0.8856309292374869,good,run,03FH
2.875902235507965,0.0,1.04,0.021284260413825567,0.016552725801773756,3.6296752285143965,7.332769038847983,30,181.8181818181818,0.009581290748672845,100.0,0.9089056393364461,2.307742803975925,8.277278303861914,435.0227283229731,0.8879304348497279,good,run,03FH
2.886932134628296,0.0,1.06,0.027880363794526603,0.015138108794526326,3.492005371805373,7.079072939667242,31,181.8181818181818,0.008703842565201918,100.0,0.9007680224157367,2.209312855529419,5.101228436125658,157.58149513897504,0.8808672386980078,good,run,03FH
2.933894455432892,0.0,1.02,0.0427897110760473,0.01739504533869827,3.1464794341451046,7.395704934368693,30,182.92682926829266,0.008091192312662317,100.0,0.8933004835265287,2.0917132613605585,4.308723437590775,93.26931579046499,0.8746151988488062,good,run,03FH
3.020939588546753,0.0,0.98,0.02664155236921027,0.01725303876109533,3.3423416135927955,6.904379177461708,31,182.92682926829266,0.00824784385721294,100.0,0.8932592202325045,2.1386795652646025,5.5178438172897275,246.40745903726463,0.87415526782455,good,run,03FH
3.0519256591796875,0.0,1.1199999999999999,0.05372439163239936,0.016379286548001203,3.0007320212745214,6.744661251567662,30,182.92682926829266,0.007895900050771456,100.0,0.8774389028628684,1.9483640548032315,5.068868211679723,226.90475004137838,0.8603431986766285,good,run,03FH
2.9039886593818665,0.0,0.84,0.02838428912217913,0.016078033350788445,3.4028211136130193,6.978161701722366,31,182.37250554323725,0.007448536855138084,100.0,0.8967354855882474,1.9505758883657804,3.847142627384276,120.51106850590814,0.8792439794239433,good,run,03FH
2.874935746192932,0.0,0.96,0.04393316032225151,0.01672444656787416,3.5873914414315107,7.610028033092981,30,182.92682926829266,0.007239361683342575,100.0,0.911940866408449,1.9688737614394785,3.7354449941496597,105.89933245369306,0.8939859019698891,good,run,03FH
